Time,X,Y,Z,Mach,Temp
573.62,0,-0.030557,0.99953,7.6825,216.69
574.12,0,-0.030204,0.99954,7.6901,216.69
574.62,0,-0.02985,0.99955,7.6978,216.69
575.12,0,-0.029495,0.99956,7.7054,216.69
575.62,0,-0.029138,0.99958,7.713,216.69
576.12,0,-0.028781,0.99959,7.7206,216.69
576.62,0,-0.028422,0.9996,7.7282,216.69
577.12,0,-0.028062,0.99961,7.7358,216.69
577.62,0,-0.027702,0.99962,7.7435,216.69
578.12,0,-0.027341,0.99963,7.7511,216.69
578.62,0,-0.02698,0.99964,7.7587,216.69
579.12,0,-0.026619,0.99965,7.7663,216.69
579.62,0,-0.026258,0.99966,7.774,216.69
580.12,0,-0.025897,0.99966,7.7816,216.69
580.62,0,-0.0283,0.9996,7.7897,216.69
581.12,0,-0.027936,0.99961,7.7973,216.69
581.62,0,-0.027571,0.99962,7.8049,216.69
582.12,0,-0.027206,0.99963,7.8125,216.69
582.62,0,-0.026841,0.99964,7.8202,216.69
583.12,0,-0.026475,0.99965,7.8278,216.69
583.62,0,-0.02611,0.99966,7.8354,216.69
584.12,0,-0.028499,0.99959,7.8435,216.69
584.62,0,-0.02813,0.9996,7.8511,216.69
585.12,0,-0.027761,0.99961,7.8587,216.69
585.62,0,-0.027392,0.99962,7.8664,216.69
586.12,0,-0.027022,0.99963,7.874,216.69
586.62,0,-0.026653,0.99964,7.8816,216.69
587.12,0,-0.026284,0.99965,7.8893,216.69
587.62,0,-0.025914,0.99966,7.8969,216.69
588.12,0,-0.028286,0.9996,7.905,216.69
588.62,0,-0.027914,0.99961,7.9126,216.69
589.12,0,-0.027542,0.99962,7.9202,216.69
589.62,0,-0.02717,0.99963,7.9279,216.69
590.12,0,-0.026797,0.99964,7.9355,216.69
590.62,0,-0.026425,0.99965,7.9431,216.69
591.12,0,-0.026052,0.99966,7.9508,216.69
591.62,0,-0.028409,0.9996,7.9588,216.69
592.12,0,-0.028034,0.99961,7.9665,216.69
592.62,0,-0.027659,0.99962,7.9741,216.69
593.12,0,-0.027283,0.99963,7.9817,216.69
593.62,0,-0.026908,0.99964,7.9894,216.69
594.12,0,-0.026532,0.99965,7.997,216.69
594.62,0,-0.026157,0.99966,8.0046,216.69
595.12,0,-0.028499,0.99959,8.0127,216.69
595.62,0,-0.028121,0.9996,8.0203,216.69
596.12,0,-0.027743,0.99962,8.028,216.69
596.62,0,-0.027364,0.99963,8.0356,216.69
597.12,0,-0.026986,0.99964,8.0433,216.69
597.62,0,-0.026607,0.99965,8.0509,216.69
598.12,0,-0.026229,0.99966,8.0585,216.69
598.62,0,-0.025852,0.99967,8.0662,216.69
599.12,0,-0.028178,0.9996,8.0742,216.69
599.62,0,-0.027798,0.99961,8.0819,216.69
600.13,0,-0.027418,0.99962,8.0895,216.69
600.63,0,-0.027037,0.99963,8.0972,216.69
601.13,0,-0.026657,0.99964,8.1048,216.69
601.63,0,-0.026278,0.99965,8.1124,216.69
602.13,0,-0.025899,0.99966,8.1201,216.69
602.63,0,-0.028211,0.9996,8.1282,216.69
603.13,0,-0.027829,0.99961,8.1358,216.69
603.63,0,-0.027448,0.99962,8.1434,216.69
604.13,0,-0.027066,0.99963,8.1511,216.69
604.63,0,-0.026685,0.99964,8.1587,216.69
605.13,0,-0.026304,0.99965,8.1664,216.69
605.63,0,-0.025924,0.99966,8.174,216.69
606.13,0,-0.028222,0.9996,8.1821,216.69
606.63,0,-0.027839,0.99961,8.1897,216.69
607.13,0,-0.027456,0.99962,8.1974,216.69
607.63,0,-0.027074,0.99963,8.205,216.69
608.13,0,-0.026692,0.99964,8.2127,216.69
608.63,0,-0.02631,0.99965,8.2203,216.69
609.13,0,-0.025929,0.99966,8.228,216.69
609.63,0,-0.028212,0.9996,8.2361,216.69
610.13,0,-0.027829,0.99961,8.2437,216.69
610.63,0,-0.027446,0.99962,8.2514,216.69
611.13,0,-0.027063,0.99963,8.259,216.69
611.63,0,-0.02668,0.99964,8.2667,216.69
612.13,0,-0.026298,0.99965,8.2743,216.69
612.63,0,-0.025917,0.99966,8.282,216.69
613.13,0,-0.028186,0.9996,8.29,216.69
613.63,0,-0.027803,0.99961,8.2977,216.69
614.13,0,-0.027419,0.99962,8.3053,216.69
614.63,0,-0.027036,0.99963,8.313,216.69
615.13,0,-0.026653,0.99964,8.3206,216.69
615.63,0,-0.026271,0.99965,8.3283,216.69
616.13,0,-0.025889,0.99966,8.3359,216.69
616.63,0,-0.028145,0.9996,8.344,216.69
617.13,0,-0.027761,0.99961,8.3517,216.69
617.63,0,-0.027378,0.99963,8.3593,216.69
618.13,0,-0.026995,0.99964,8.367,216.69
618.63,0,-0.026613,0.99965,8.3746,216.69
619.13,0,-0.026231,0.99966,8.3823,216.69
619.63,0,-0.02585,0.99967,8.39,216.69
620.13,0,-0.028091,0.99961,8.3981,216.69
620.63,0,-0.027708,0.99962,8.4057,216.69
621.13,0,-0.027325,0.99963,8.4134,216.69
621.63,0,-0.026943,0.99964,8.421,216.69
622.13,0,-0.026561,0.99965,8.4287,216.69
622.63,0,-0.02618,0.99966,8.4363,216.69
623.13,0,-0.0258,0.99967,8.444,216.69
623.63,0,-0.028027,0.99961,8.4521,216.69
624.13,0,-0.027646,0.99962,8.4598,216.69
624.63,0,-0.027264,0.99963,8.4674,216.69
625.13,0,-0.026883,0.99964,8.4751,216.69
625.63,0,-0.026503,0.99965,8.4827,216.69
626.13,0,-0.026123,0.99966,8.4904,216.69
626.63,0,-0.028339,0.9996,8.4985,216.69
627.13,0,-0.027957,0.99961,8.5062,216.69
627.63,0,-0.027576,0.99962,8.5138,216.69
628.13,0,-0.027195,0.99963,8.5215,216.69
628.63,0,-0.026815,0.99964,8.5291,216.69
629.13,0,-0.026435,0.99965,8.5368,216.69
629.63,0,-0.026056,0.99966,8.5445,216.69
630.13,0,-0.028258,0.9996,8.5526,216.69
630.63,0,-0.027877,0.99961,8.5602,216.69
631.13,0,-0.027497,0.99962,8.5679,216.69
631.63,0,-0.027117,0.99963,8.5756,216.69
632.13,0,-0.026738,0.99964,8.5832,216.69
632.63,0,-0.026359,0.99965,8.5909,216.69
633.13,0,-0.025982,0.99966,8.5986,216.69
633.63,0,-0.02817,0.9996,8.6067,216.69
634.13,0,-0.027791,0.99961,8.6143,216.69
634.63,0,-0.027412,0.99962,8.622,216.69
635.13,0,-0.027033,0.99963,8.6297,216.69
635.63,0,-0.026656,0.99964,8.6373,216.69
636.13,0,-0.026279,0.99965,8.645,216.69
636.63,0,-0.025903,0.99966,8.6527,216.69
637.13,0,-0.028078,0.99961,8.6608,216.69
637.63,0,-0.027701,0.99962,8.6685,216.69
638.13,0,-0.027324,0.99963,8.6761,216.69
638.63,0,-0.026948,0.99964,8.6838,216.69
639.13,0,-0.026573,0.99965,8.6915,216.69
639.63,0,-0.026198,0.99966,8.6991,216.69
640.13,0,-0.025825,0.99967,8.7068,216.69
640.63,0,-0.027986,0.99961,8.7149,216.69
641.13,0,-0.027611,0.99962,8.7226,216.69
641.63,0,-0.027237,0.99963,8.7303,216.69
642.13,0,-0.026864,0.99964,8.738,216.69
642.63,0,-0.026492,0.99965,8.7456,216.69
643.13,0,-0.02612,0.99966,8.7533,216.69
643.63,0,-0.028269,0.9996,8.7614,216.69
644.13,0,-0.027896,0.99961,8.7691,216.69
644.63,0,-0.027524,0.99962,8.7768,216.69
645.13,0,-0.027152,0.99963,8.7844,216.69
645.63,0,-0.02678,0.99964,8.7921,216.69
646.13,0,-0.02641,0.99965,8.7998,216.69
646.63,0,-0.02604,0.99966,8.8075,216.69
647.13,0,-0.028177,0.9996,8.8156,216.69
647.63,0,-0.027806,0.99961,8.8233,216.69
648.14,0,-0.027436,0.99962,8.831,216.69
648.64,0,-0.027067,0.99963,8.8386,216.69
649.14,0,-0.026698,0.99964,8.8463,216.69
649.64,0,-0.02633,0.99965,8.854,216.69
650.14,0,-0.025963,0.99966,8.8617,216.69
650.64,0,-0.028086,0.99961,8.8698,216.69
651.14,0,-0.027719,0.99962,8.8775,216.69
651.64,0,-0.027352,0.99963,8.8852,216.69
652.14,0,-0.026986,0.99964,8.8929,216.69
652.64,0,-0.02662,0.99965,8.9005,216.69
653.14,0,-0.026256,0.99966,8.9082,216.69
653.64,0,-0.025892,0.99966,8.9159,216.69
654.14,0,-0.028002,0.99961,8.924,216.69
654.64,0,-0.027638,0.99962,8.9317,216.69
655.14,0,-0.027275,0.99963,8.9394,216.69
655.64,0,-0.026912,0.99964,8.9471,216.69
656.14,0,-0.02655,0.99965,8.9548,216.69
656.64,0,-0.026189,0.99966,8.9625,216.69
657.14,0,-0.02583,0.99967,8.9702,216.69
657.64,0,-0.027927,0.99961,8.9783,216.69
658.14,0,-0.027567,0.99962,8.986,216.69
658.64,0,-0.027207,0.99963,8.9937,216.69
659.14,0,-0.026848,0.99964,9.0014,216.69
659.64,0,-0.02649,0.99965,9.0091,216.69
660.14,0,-0.026133,0.99966,9.0168,216.69
660.64,0,-0.028219,0.9996,9.0249,216.69
661.14,0,-0.027862,0.99961,9.0326,216.69
661.64,0,-0.027505,0.99962,9.0403,216.69
662.14,0,-0.027149,0.99963,9.048,216.69
662.64,0,-0.026793,0.99964,9.0557,216.69
663.14,0,-0.026439,0.99965,9.0634,216.69
663.64,0,-0.026086,0.99966,9.0711,216.69
664.14,0,-0.028158,0.9996,9.0792,216.69
664.64,0,-0.027805,0.99961,9.0869,216.69
665.14,0,-0.027452,0.99962,9.0946,216.69
665.64,0,-0.027099,0.99963,9.1023,216.69
666.14,0,-0.026747,0.99964,9.11,216.69
666.64,0,-0.026397,0.99965,9.1177,216.69
667.14,0,-0.026047,0.99966,9.1254,216.69
667.64,0,-0.028107,0.9996,9.1335,216.69
668.14,0,-0.027757,0.99961,9.1412,216.69
668.64,0,-0.027408,0.99962,9.1489,216.69
669.14,0,-0.02706,0.99963,9.1566,216.69
669.64,0,-0.026712,0.99964,9.1643,216.69
670.14,0,-0.026365,0.99965,9.172,216.69
670.64,0,-0.02602,0.99966,9.1797,216.69
671.14,0,-0.028067,0.99961,9.1879,216.69
671.64,0,-0.027722,0.99962,9.1956,216.69
672.14,0,-0.027377,0.99963,9.2033,216.69
672.64,0,-0.027033,0.99963,9.211,216.69
673.14,0,-0.02669,0.99964,9.2187,216.69
673.64,0,-0.026348,0.99965,9.2264,216.69
674.14,0,-0.026007,0.99966,9.2341,216.69
674.64,0,-0.028041,0.99961,9.2422,216.69
675.14,0,-0.0277,0.99962,9.25,216.69
675.64,0,-0.02736,0.99963,9.2577,216.69
676.14,0,-0.027021,0.99963,9.2654,216.69
676.64,0,-0.026682,0.99964,9.2731,216.69
677.14,0,-0.026345,0.99965,9.2808,216.69
677.64,0,-0.026009,0.99966,9.2885,216.69
678.14,0,-0.028031,0.99961,9.2967,216.69
678.64,0,-0.027695,0.99962,9.3044,216.69
679.14,0,-0.027359,0.99963,9.3121,216.69
679.64,0,-0.027025,0.99963,9.3198,216.69
680.14,0,-0.026691,0.99964,9.3275,216.69
680.64,0,-0.026359,0.99965,9.3352,216.69
681.14,0,-0.026028,0.99966,9.3429,216.69
681.64,0,-0.028037,0.99961,9.3511,216.69
682.14,0,-0.027706,0.99962,9.3588,216.69
682.64,0,-0.027376,0.99963,9.3665,216.69
683.14,0,-0.027046,0.99963,9.3742,216.69
683.64,0,-0.026718,0.99964,9.3819,216.69
684.14,0,-0.026391,0.99965,9.3897,216.69
684.64,0,-0.026065,0.99966,9.3974,216.69
685.14,0,-0.028061,0.99961,9.4055,216.69
685.64,0,-0.027735,0.99962,9.4133,216.69
686.14,0,-0.02741,0.99962,9.421,216.69
686.64,0,-0.027086,0.99963,9.4287,216.69
687.14,0,-0.026762,0.99964,9.4364,216.69
687.64,0,-0.02644,0.99965,9.4441,216.69
688.14,0,-0.026119,0.99966,9.4519,216.69
688.64,0,-0.028103,0.99961,9.46,216.69
689.14,0,-0.027783,0.99961,9.4677,216.69
689.64,0,-0.027462,0.99962,9.4755,216.69
690.14,0,-0.027143,0.99963,9.4832,216.69
690.64,0,-0.026825,0.99964,9.4909,216.69
691.14,0,-0.026508,0.99965,9.4986,216.69
691.64,0,-0.026192,0.99966,9.5064,216.69
692.14,0,-0.025878,0.99967,9.5141,216.69
692.64,0,-0.027848,0.99961,9.5223,216.69
693.14,0,-0.027534,0.99962,9.53,216.69
693.64,0,-0.027221,0.99963,9.5377,216.69
694.14,0,-0.026909,0.99964,9.5454,216.69
694.64,0,-0.026598,0.99965,9.5532,216.69
695.14,0,-0.026288,0.99965,9.5609,216.69
695.64,0,-0.02598,0.99966,9.5686,216.69
696.15,0,-0.027938,0.99961,9.5768,216.69
696.65,0,-0.02763,0.99962,9.5845,216.69
697.15,0,-0.027323,0.99963,9.5923,216.69
697.65,0,-0.027017,0.99963,9.6,216.69
698.15,0,-0.026711,0.99964,9.6077,216.69
698.65,0,-0.026408,0.99965,9.6155,216.69
699.15,0,-0.026105,0.99966,9.6232,216.69
699.65,0,-0.028051,0.99961,9.6314,216.69
700.15,0,-0.027749,0.99961,9.6391,216.69
700.65,0,-0.027447,0.99962,9.6468,216.69
701.15,0,-0.027147,0.99963,9.6546,216.69
701.65,0,-0.026848,0.99964,9.6623,216.69
702.15,0,-0.02655,0.99965,9.67,216.69
702.65,0,-0.026253,0.99966,9.6778,216.69
703.15,0,-0.025957,0.99966,9.6855,216.69
703.65,0,-0.027889,0.99961,9.6937,216.69
704.15,0,-0.027594,0.99962,9.7014,216.69
704.65,0,-0.027301,0.99963,9.7092,216.69
705.15,0,-0.027008,0.99964,9.7169,216.69
705.65,0,-0.026716,0.99964,9.7247,216.69
706.15,0,-0.026426,0.99965,9.7324,216.69
706.65,0,-0.026137,0.99966,9.7402,216.69
707.15,0,-0.028056,0.99961,9.7483,216.69
707.65,0,-0.027768,0.99961,9.7561,216.69
708.15,0,-0.02748,0.99962,9.7638,216.69
708.65,0,-0.027193,0.99963,9.7716,216.69
709.15,0,-0.026907,0.99964,9.7793,216.69
709.65,0,-0.026623,0.99965,9.7871,216.69
710.15,0,-0.02634,0.99965,9.7948,216.69
710.65,0,-0.026058,0.99966,9.8026,216.69
711.15,0,-0.027964,0.99961,9.8107,216.69
711.65,0,-0.027683,0.99962,9.8185,216.69
712.15,0,-0.027403,0.99962,9.8262,216.69
712.65,0,-0.027123,0.99963,9.834,216.69
713.15,0,-0.026845,0.99964,9.8417,216.69
713.65,0,-0.026568,0.99965,9.8495,216.69
714.15,0,-0.026293,0.99965,9.8572,216.69
714.65,0,-0.026019,0.99966,9.865,216.69
715.15,0,-0.027911,0.99961,9.8732,216.69
715.65,0,-0.027638,0.99962,9.8809,216.69
716.15,0,-0.027365,0.99963,9.8887,216.69
716.65,0,-0.027094,0.99963,9.8964,216.69
717.15,0,-0.026823,0.99964,9.9042,216.69
717.65,0,-0.026554,0.99965,9.912,216.69
718.15,0,-0.026287,0.99965,9.9197,216.69
718.65,0,-0.026021,0.99966,9.9275,216.69
719.15,0,-0.027899,0.99961,9.9357,216.69
719.65,0,-0.027634,0.99962,9.9434,216.69
720.15,0,-0.02737,0.99963,9.9512,216.69
720.65,0,-0.027106,0.99963,9.9589,216.69
721.15,0,-0.026844,0.99964,9.9667,216.69
721.65,0,-0.026583,0.99965,9.9745,216.69
722.15,0,-0.02635,0.99965,9.9822,216.72
722.65,0,-0.026119,0.99966,9.99,216.75
723.15,0,-0.027977,0.99961,9.9982,216.81
723.65,0,-0.027746,0.99961,10.006,216.84
724.15,0,-0.027518,0.99962,10.014,216.87
724.65,0,-0.02729,0.99963,10.022,216.93
725.15,0,-0.027063,0.99963,10.029,216.96
725.65,0,-0.026838,0.99964,10.037,216.99
726.15,0,-0.026615,0.99965,10.045,217.05
726.65,0,-0.026393,0.99965,10.053,217.08
727.15,0,-0.026173,0.99966,10.06,217.14
727.65,0,-0.028015,0.99961,10.069,217.17
728.15,0,-0.027796,0.99961,10.076,217.2
728.65,0,-0.027579,0.99962,10.084,217.23
729.15,0,-0.027362,0.99963,10.092,217.29
729.65,0,-0.027147,0.99963,10.1,217.32
730.15,0,-0.026933,0.99964,10.107,217.35
730.65,0,-0.02672,0.99964,10.115,217.41
731.15,0,-0.026509,0.99965,10.123,217.44
731.65,0,-0.026301,0.99965,10.131,217.47
732.15,0,-0.026093,0.99966,10.139,217.53
732.65,0,-0.027919,0.99961,10.147,217.56
733.15,0,-0.027713,0.99962,10.155,217.62
733.65,0,-0.027508,0.99962,10.162,217.65
734.15,0,-0.027305,0.99963,10.17,217.68
734.65,0,-0.027102,0.99963,10.178,217.74
735.15,0,-0.026902,0.99964,10.186,217.77
735.65,0,-0.026703,0.99964,10.194,217.8
736.15,0,-0.026505,0.99965,10.201,217.86
736.65,0,-0.026309,0.99965,10.209,217.89
737.15,0,-0.026115,0.99966,10.217,217.95
737.65,0,-0.027923,0.99961,10.225,217.98
738.15,0,-0.027731,0.99962,10.233,218.01
738.65,0,-0.027539,0.99962,10.241,218.07
739.15,0,-0.027349,0.99963,10.248,218.1
739.65,0,-0.02716,0.99963,10.256,218.13
740.15,0,-0.026972,0.99964,10.264,218.19
740.65,0,-0.026786,0.99964,10.272,218.21
741.15,0,-0.026602,0.99965,10.28,218.24
741.65,0,-0.026419,0.99965,10.287,218.3
742.15,0,-0.026238,0.99966,10.295,218.33
742.65,0,-0.026058,0.99966,10.303,218.39
743.15,0,-0.027848,0.99961,10.311,218.42
743.65,0,-0.02767,0.99962,10.319,218.48
744.16,0,-0.027494,0.99962,10.327,218.51
744.66,0,-0.027318,0.99963,10.335,218.54
745.16,0,-0.027144,0.99963,10.342,218.6
745.66,0,-0.026971,0.99964,10.35,218.63
746.16,0,-0.0268,0.99964,10.358,218.66
746.66,0,-0.026631,0.99965,10.366,218.72
747.16,0,-0.026463,0.99965,10.374,218.75
747.66,0,-0.026296,0.99965,10.381,218.81
748.16,0,-0.026132,0.99966,10.389,218.84
748.66,0,-0.027903,0.99961,10.397,218.9
749.16,0,-0.02774,0.99962,10.405,218.93
749.66,0,-0.027578,0.99962,10.413,218.96
750.16,0,-0.027417,0.99962,10.421,219.02
750.66,0,-0.027258,0.99963,10.429,219.05
751.16,0,-0.0271,0.99963,10.437,219.08
751.66,0,-0.026943,0.99964,10.444,219.14
752.16,0,-0.026788,0.99964,10.452,219.17
752.66,0,-0.026634,0.99965,10.46,219.2
753.16,0,-0.026482,0.99965,10.468,219.26
753.66,0,-0.026332,0.99965,10.476,219.29
754.16,0,-0.026183,0.99966,10.483,219.35
754.66,0,-0.026036,0.99966,10.491,219.38
755.16,0,-0.027786,0.99961,10.499,219.44
755.66,0,-0.027641,0.99962,10.507,219.47
756.16,0,-0.027497,0.99962,10.515,219.53
756.66,0,-0.027354,0.99963,10.523,219.56
757.16,0,-0.027213,0.99963,10.531,219.59
757.66,0,-0.027072,0.99963,10.539,219.65
758.16,0,-0.026934,0.99964,10.546,219.68
758.66,0,-0.026796,0.99964,10.554,219.74
759.16,0,-0.026661,0.99964,10.562,219.77
759.66,0,-0.026527,0.99965,10.57,219.8
760.16,0,-0.026395,0.99965,10.578,219.86
760.66,0,-0.026264,0.99966,10.585,219.89
761.16,0,-0.026135,0.99966,10.593,219.95
761.66,0,-0.027864,0.99961,10.602,220.01
762.16,0,-0.027736,0.99962,10.609,220.04
762.66,0,-0.02761,0.99962,10.617,220.07
763.16,0,-0.027485,0.99962,10.625,220.1
763.66,0,-0.027361,0.99963,10.633,220.16
764.16,0,-0.027238,0.99963,10.641,220.19
764.66,0,-0.027117,0.99963,10.648,220.25
765.16,0,-0.026997,0.99964,10.656,220.28
765.66,0,-0.026879,0.99964,10.664,220.31
766.16,0,-0.026762,0.99964,10.672,220.37
766.66,0,-0.026647,0.99964,10.68,220.4
767.16,0,-0.026533,0.99965,10.688,220.46
767.66,0,-0.026421,0.99965,10.695,220.49
768.16,0,-0.026311,0.99965,10.703,220.55
768.66,0,-0.026202,0.99966,10.711,220.58
769.16,0,-0.026095,0.99966,10.719,220.64
769.66,0,-0.027798,0.99961,10.727,220.7
770.16,0,-0.027693,0.99962,10.735,220.73
770.66,0,-0.027589,0.99962,10.743,220.76
771.16,0,-0.027486,0.99962,10.751,220.82
771.66,0,-0.027384,0.99962,10.759,220.85
772.16,0,-0.027284,0.99963,10.766,220.88
772.66,0,-0.027184,0.99963,10.774,220.94
773.16,0,-0.027087,0.99963,10.782,220.97
773.66,0,-0.02699,0.99964,10.79,221.03
774.16,0,-0.026895,0.99964,10.798,221.06
774.66,0,-0.026801,0.99964,10.806,221.12
775.16,0,-0.026709,0.99964,10.814,221.15
775.66,0,-0.026619,0.99965,10.821,221.2
776.16,0,-0.02653,0.99965,10.829,221.23
776.66,0,-0.026443,0.99965,10.837,221.29
777.16,0,-0.026357,0.99965,10.845,221.32
777.66,0,-0.026273,0.99965,10.853,221.38
778.16,0,-0.026191,0.99966,10.861,221.41
778.66,0,-0.02611,0.99966,10.868,221.47
779.16,0,-0.027783,0.99961,10.877,221.53
779.66,0,-0.027704,0.99962,10.885,221.56
780.16,0,-0.027627,0.99962,10.892,221.59
780.66,0,-0.02755,0.99962,10.9,221.65
781.16,0,-0.027475,0.99962,10.908,221.68
781.66,0,-0.0274,0.99962,10.916,221.71
782.16,0,-0.027328,0.99963,10.924,221.77
782.66,0,-0.027256,0.99963,10.932,221.8
783.16,0,-0.027185,0.99963,10.94,221.83
783.66,0,-0.027116,0.99963,10.947,221.89
784.16,0,-0.027049,0.99963,10.955,221.92
784.66,0,-0.026982,0.99964,10.963,221.98
785.16,0,-0.026917,0.99964,10.971,222.01
785.66,0,-0.026854,0.99964,10.979,222.07
786.16,0,-0.026792,0.99964,10.987,222.1
786.66,0,-0.026731,0.99964,10.995,222.16
787.16,0,-0.026672,0.99964,11.002,222.19
787.66,0,-0.026615,0.99965,11.01,222.25
788.16,0,-0.026559,0.99965,11.018,222.28
788.66,0,-0.026505,0.99965,11.026,222.34
789.16,0,-0.026452,0.99965,11.034,222.4
789.66,0,-0.026401,0.99965,11.042,222.43
790.16,0,-0.026352,0.99965,11.05,222.49
790.66,0,-0.026304,0.99965,11.058,222.52
791.16,0,-0.026258,0.99966,11.065,222.58
791.66,0,-0.026213,0.99966,11.073,222.64
792.17,0,-0.02617,0.99966,11.081,222.67
792.67,0,-0.027801,0.99961,11.089,222.73
793.17,0,-0.02776,0.99961,11.097,222.76
793.67,0,-0.02772,0.99962,11.105,222.82
794.17,0,-0.027681,0.99962,11.113,222.85
794.67,0,-0.027643,0.99962,11.121,222.88
795.17,0,-0.027606,0.99962,11.129,222.94
795.67,0,-0.02757,0.99962,11.137,222.97
796.17,0,-0.027536,0.99962,11.145,223
796.67,0,-0.027502,0.99962,11.152,223.06
797.17,0,-0.02747,0.99962,11.16,223.09
797.67,0,-0.027439,0.99962,11.168,223.15
798.17,0,-0.027409,0.99962,11.176,223.18
798.67,0,-0.02738,0.99963,11.184,223.21
799.17,0,-0.027352,0.99963,11.192,223.27
799.67,0,-0.027326,0.99963,11.2,223.3
800.17,0,-0.027301,0.99963,11.208,223.36
800.67,0,-0.027277,0.99963,11.216,223.39
801.17,0,-0.027255,0.99963,11.223,223.45
801.67,0,-0.027233,0.99963,11.231,223.48
802.17,0,-0.027213,0.99963,11.239,223.54
802.67,0,-0.027195,0.99963,11.247,223.57
803.17,0,-0.027177,0.99963,11.255,223.63
803.67,0,-0.027161,0.99963,11.263,223.66
804.17,0,-0.027146,0.99963,11.271,223.72
804.67,0,-0.027132,0.99963,11.279,223.75
805.17,0,-0.02712,0.99963,11.287,223.81
805.67,0,-0.027109,0.99963,11.294,223.84
806.17,0,-0.027099,0.99963,11.302,223.87
806.67,0,-0.027091,0.99963,11.31,223.93
807.17,0,-0.027084,0.99963,11.318,223.96
807.67,0,-0.027078,0.99963,11.326,224.02
808.17,0,-0.027073,0.99963,11.334,224.08
808.67,0,-0.02707,0.99963,11.342,224.11
809.17,0,-0.027068,0.99963,11.35,224.16
809.67,0,-0.027068,0.99963,11.358,224.19
810.17,0,-0.027069,0.99963,11.366,224.25
810.67,0,-0.027071,0.99963,11.373,224.28
811.17,0,-0.027074,0.99963,11.381,224.34
811.67,0,-0.027079,0.99963,11.389,224.37
812.17,0,-0.027085,0.99963,11.397,224.43
812.67,0,-0.027092,0.99963,11.405,224.46
813.17,0,-0.027101,0.99963,11.413,224.52
813.67,0,-0.027111,0.99963,11.421,224.55
814.17,0,-0.027122,0.99963,11.429,224.61
814.67,0,-0.027134,0.99963,11.437,224.64
815.17,0,-0.027148,0.99963,11.445,224.7
815.67,0,-0.027163,0.99963,11.452,224.73
816.17,0,-0.027179,0.99963,11.46,224.79
816.67,0,-0.027197,0.99963,11.468,224.82
817.17,0,-0.027215,0.99963,11.476,224.88
817.67,0,-0.027235,0.99963,11.484,224.91
818.17,0,-0.027256,0.99963,11.492,224.97
818.67,0,-0.027279,0.99963,11.5,225
819.17,0,-0.027302,0.99963,11.508,225.06
819.67,0,-0.027327,0.99963,11.516,225.09
820.17,0,-0.027353,0.99963,11.524,225.15
820.67,0,-0.02738,0.99963,11.532,225.18
821.17,0,-0.027408,0.99962,11.54,225.24
821.67,0,-0.027438,0.99962,11.547,225.27
822.17,0,-0.027469,0.99962,11.555,225.33
822.67,0,-0.0275,0.99962,11.563,225.36
823.17,0,-0.027533,0.99962,11.571,225.39
823.67,0,-0.027567,0.99962,11.579,225.45
824.17,0,-0.027602,0.99962,11.587,225.48
824.67,0,-0.027638,0.99962,11.595,225.54
825.17,0,-0.027675,0.99962,11.603,225.57
825.67,0,-0.027713,0.99962,11.611,225.63
826.17,0,-0.027752,0.99961,11.619,225.66
826.67,0,-0.027792,0.99961,11.627,225.69
827.17,0,-0.027833,0.99961,11.635,225.75
827.67,0,-0.027876,0.99961,11.643,225.78
828.17,0,-0.027919,0.99961,11.65,225.84
828.67,0,-0.027963,0.99961,11.658,225.87
829.17,0,-0.028007,0.99961,11.666,225.9
829.67,0,-0.028053,0.99961,11.674,225.96
830.17,0,-0.0281,0.99961,11.682,225.99
830.67,0,-0.028147,0.9996,11.69,226.05
831.17,0,-0.028196,0.9996,11.698,226.08
831.67,0,-0.028245,0.9996,11.706,226.11
832.17,0,-0.028295,0.9996,11.714,226.17
832.67,0,-0.028346,0.9996,11.722,226.2
833.17,0,-0.028397,0.9996,11.73,226.23
833.67,0,-0.02845,0.9996,11.738,226.26
834.17,0,-0.028503,0.99959,11.746,226.32
834.67,0,-0.028556,0.99959,11.754,226.35
835.17,0,-0.028611,0.99959,11.762,226.38
835.67,0,-0.028666,0.99959,11.77,226.44
836.17,0,-0.028722,0.99959,11.777,226.47
836.67,0,-0.028778,0.99959,11.785,226.5
837.17,0,-0.028835,0.99958,11.793,226.53
837.67,0,-0.028893,0.99958,11.801,226.56
838.17,0,-0.028951,0.99958,11.809,226.62
838.67,0,-0.02901,0.99958,11.817,226.65
839.17,0,-0.029069,0.99958,11.825,226.68
839.67,0,-0.029129,0.99958,11.833,226.71
840.18,0,-0.029189,0.99957,11.841,226.74
840.68,0,-0.02925,0.99957,11.849,226.8
841.18,0,-0.029311,0.99957,11.857,226.83
841.68,0,-0.029373,0.99957,11.865,226.86
842.18,0,-0.029435,0.99957,11.873,226.89
842.68,0,-0.029497,0.99956,11.881,226.92
843.18,0,-0.02956,0.99956,11.889,226.95
843.68,0,-0.029623,0.99956,11.897,226.98
844.18,0,-0.029686,0.99956,11.905,227.01
844.68,0,-0.02975,0.99956,11.913,227.04
845.18,0,-0.029814,0.99956,11.921,227.07
845.68,0,-0.029878,0.99955,11.929,227.1
846.18,0,-0.029942,0.99955,11.936,227.13
846.68,0,-0.030007,0.99955,11.944,227.16
847.18,0,-0.030072,0.99955,11.952,227.18
