Time,X,Y,Z,Mach,Temp
0,0,-0.087156,0.99619,0,288.19
0.5001,0,-0.087156,0.99619,0.016305,288.19
1.0002,0,-0.087156,0.99619,0.020478,288.19
1.5003,0,-0.087156,0.99619,0.026574,288.19
2.0004,0,-0.087156,0.99619,0.033279,288.19
2.5005,0,-0.087156,0.99619,0.04029,288.19
3.0006,0,-0.087156,0.99619,0.047471,288.19
3.5007,0,-0.087156,0.99619,0.054755,288.19
4.0008,0,-0.087156,0.99619,0.062104,288.19
4.5009,0,-0.087156,0.99619,0.069498,288.19
5.001,0,-0.087156,0.99619,0.076922,288.19
5.5011,0,-0.087156,0.99619,0.084368,288.19
6.0013,0,-0.087156,0.99619,0.091829,288.19
6.5014,0,-0.087156,0.99619,0.099302,288.19
7.0015,0,-0.087156,0.99619,0.10678,288.19
7.5016,0,-0.087156,0.99619,0.11427,288.19
8.0017,0,-0.087156,0.99619,0.12176,288.19
8.5018,0,-0.087156,0.99619,0.12925,288.19
9.0019,0,-0.087156,0.99619,0.13675,288.19
9.502,0,-0.087156,0.99619,0.14424,288.19
10.002,0,-0.087156,0.99619,0.15173,288.19
10.502,0,-0.087156,0.99619,0.15922,288.19
11.002,0,-0.087156,0.99619,0.16671,288.19
11.502,0,-0.087156,0.99619,0.17419,288.19
12.003,0,-0.087156,0.99619,0.18167,288.19
12.503,0,-0.087156,0.99619,0.18915,288.19
13.003,0,-0.087156,0.99619,0.19662,288.19
13.503,0,-0.087156,0.99619,0.20409,288.19
14.003,0,-0.087156,0.99619,0.21155,288.19
14.503,0,-0.087156,0.99619,0.21901,288.19
15.003,0,-0.087156,0.99619,0.22646,288.19
15.503,0,-0.087156,0.99619,0.2339,288.19
16.003,0,-0.087156,0.99619,0.24133,288.19
16.503,0,-0.087156,0.99619,0.24876,288.19
17.004,0,-0.087156,0.99619,0.25618,288.19
17.504,0,-0.087156,0.99619,0.26359,288.19
18.004,0,-0.087156,0.99619,0.271,288.19
18.504,0,-0.087156,0.99619,0.27839,288.19
19.004,0,-0.087156,0.99619,0.28578,288.19
19.504,0,-0.087156,0.99619,0.29316,288.19
20.004,0,-0.087156,0.99619,0.30053,288.19
20.504,0,-0.087156,0.99619,0.30788,288.19
21.004,0,-0.087156,0.99619,0.31523,288.19
21.504,0,-0.087156,0.99619,0.32257,288.19
22.005,0,-0.087156,0.99619,0.3299,288.19
22.505,0,-0.087156,0.99619,0.33721,288.19
23.005,0,-0.087156,0.99619,0.34452,288.19
23.505,0,-0.087156,0.99619,0.35181,288.19
24.005,0,-0.087156,0.99619,0.35909,288.19
24.505,0,-0.087156,0.99619,0.36636,288.19
25.005,0,-0.19978,0.97984,0.37362,288.19
25.505,0,-0.20215,0.97935,0.37906,288.19
26.005,0,-0.20355,0.97906,0.38443,288.19
26.506,0,-0.20403,0.97896,0.38973,288.19
27.006,0,-0.20362,0.97905,0.39495,288.19
27.506,0,-0.20236,0.97931,0.40011,288.19
28.006,0,-0.20028,0.97974,0.40519,288.19
28.506,0,-0.19741,0.98032,0.41021,288.19
29.006,0,-0.19698,0.98041,0.41542,288.19
29.506,0,-0.19578,0.98065,0.42057,288.19
30.006,0,-0.19383,0.98104,0.42565,288.19
30.506,0,-0.19116,0.98156,0.43067,288.19
31.006,0,-0.1878,0.98221,0.43563,288.19
31.507,0,-0.18375,0.98297,0.44053,288.19
32.007,0,-0.17905,0.98384,0.44538,288.19
32.507,0,-0.17735,0.98415,0.45048,288.19
33.007,0,-0.175,0.98457,0.45552,288.19
33.507,0,-0.17201,0.9851,0.46051,288.19
34.007,0,-0.1684,0.98572,0.46545,288.19
34.507,0,-0.1642,0.98643,0.47035,288.19
35.007,0,-0.16327,0.98658,0.47552,288.19
35.507,0,-0.16174,0.98683,0.48064,288.19
36.008,0,-0.15963,0.98718,0.48572,288.19
36.508,0,-0.15695,0.98761,0.49075,288.19
37.008,0,-0.15371,0.98812,0.49574,288.19
37.508,0,-0.14994,0.98869,0.50069,288.19
38.008,0,-0.14564,0.98934,0.50561,288.19
38.508,0,-0.14495,0.98944,0.5108,288.19
39.008,0,-0.14373,0.98962,0.51594,288.19
39.508,0,-0.142,0.98987,0.52105,288.19
40.008,0,-0.13976,0.99019,0.52613,288.19
40.508,0,-0.13703,0.99057,0.53116,288.19
41.009,0,-0.13383,0.991,0.53617,288.19
41.509,0,-0.13017,0.99149,0.54114,288.13
42.009,0,-0.13036,0.99147,0.54638,288.13
42.509,0,-0.13009,0.9915,0.55158,288.13
43.009,0,-0.12937,0.9916,0.55675,288.06
43.509,0,-0.12821,0.99175,0.56188,288.06
44.009,0,-0.12662,0.99195,0.56699,288
44.509,0,-0.12462,0.9922,0.57207,288
45.009,0,-0.12221,0.9925,0.57712,287.93
45.509,0,-0.11941,0.99285,0.58214,287.93
46.01,0,-0.11621,0.99322,0.58714,287.87
46.51,0,-0.11264,0.99364,0.59211,287.87
47.01,0,-0.11361,0.99353,0.59738,287.8
47.51,0,-0.10923,0.99402,0.60231,287.74
48.01,0,-0.10951,0.99399,0.60753,287.74
48.51,0,-0.10941,0.994,0.61273,287.67
49.01,0,-0.10895,0.99405,0.6179,287.61
49.51,0,-0.10813,0.99414,0.62305,287.61
50.01,0,-0.10697,0.99426,0.62818,287.54
50.511,0,-0.10548,0.99442,0.63328,287.48
51.011,0,-0.10365,0.99461,0.63836,287.48
51.511,0,-0.1015,0.99484,0.64343,287.41
52.011,0,-0.09903,0.99508,0.64847,287.35
52.511,0,-0.096252,0.99536,0.6535,287.28
53.011,0,-0.09317,0.99565,0.65851,287.22
53.511,0,-0.095367,0.99544,0.66384,287.15
54.011,0,-0.097251,0.99526,0.66915,287.15
54.511,0,-0.093168,0.99565,0.6741,287.09
55.011,0,-0.094503,0.99552,0.67938,287.02
55.512,0,-0.095544,0.99543,0.68464,286.96
56.012,0,-0.096294,0.99535,0.68989,286.89
56.512,0,-0.090943,0.99586,0.69475,286.83
57.012,0,-0.091193,0.99583,0.69996,286.76
57.512,0,-0.091171,0.99584,0.70515,286.7
58.012,0,-0.090882,0.99586,0.71033,286.63
58.512,0,-0.090328,0.99591,0.71549,286.57
59.012,0,-0.089518,0.99599,0.72064,286.5
59.512,0,-0.088453,0.99608,0.72577,286.44
60.013,0,-0.087142,0.9962,0.73088,286.37
60.513,0,-0.085589,0.99633,0.73598,286.31
61.013,0,-0.083797,0.99648,0.74107,286.24
61.513,0,-0.081771,0.99665,0.74614,286.18
62.013,0,-0.079517,0.99683,0.7512,286.05
62.513,0,-0.077037,0.99703,0.75625,285.98
63.013,0,-0.080458,0.99676,0.76165,285.92
63.513,0,-0.077486,0.99699,0.76667,285.85
64.013,0,-0.080493,0.99676,0.77204,285.72
64.513,0,-0.077044,0.99703,0.77703,285.66
65.014,0,-0.079652,0.99682,0.78237,285.59
65.514,0,-0.075741,0.99713,0.78734,285.53
66.014,0,-0.077967,0.99696,0.79266,285.4
66.514,0,-0.079978,0.9968,0.79798,285.33
67.014,0,-0.075377,0.99716,0.8029,285.27
67.514,0,-0.077027,0.99703,0.80819,285.14
68.014,0,-0.078474,0.99692,0.81347,285.07
68.514,0,-0.073215,0.99732,0.81835,285.01
69.014,0,-0.074322,0.99723,0.82361,284.88
69.514,0,-0.075236,0.99717,0.82886,284.82
70.015,0,-0.075961,0.99711,0.8341,284.75
70.515,0,-0.076497,0.99707,0.83933,284.62
71.015,0,-0.07685,0.99704,0.84455,284.56
71.515,0,-0.077022,0.99703,0.84975,284.43
72.015,0,-0.077018,0.99703,0.85495,284.36
72.515,0,-0.076839,0.99704,0.86014,284.3
73.015,0,-0.076487,0.99707,0.86531,284.17
73.515,0,-0.075967,0.99711,0.87048,284.1
74.015,0,-0.075282,0.99716,0.87563,283.97
74.516,0,-0.074434,0.99723,0.88077,283.91
75.016,0,-0.073426,0.9973,0.88591,283.78
75.516,0,-0.072261,0.99739,0.89103,283.71
76.016,0,-0.070943,0.99748,0.89615,283.58
76.516,0,-0.069472,0.99758,0.90125,283.52
77.016,0,-0.067855,0.9977,0.90635,283.39
77.516,0,-0.066089,0.99781,0.91145,283.26
78.016,0,-0.064181,0.99794,0.91653,283.19
78.516,0,-0.062133,0.99807,0.92161,283.06
79.016,0,-0.059945,0.9982,0.92669,282.93
79.517,0,-0.06443,0.99792,0.93214,282.8
80.017,0,-0.061926,0.99808,0.93719,282.74
80.517,0,-0.059291,0.99824,0.94224,282.61
81.017,0,-0.063415,0.99799,0.94767,282.48
81.517,0,-0.060475,0.99817,0.9527,282.35
82.017,0,-0.064351,0.99793,0.95812,282.22
82.517,0,-0.061117,0.99813,0.96313,282.15
83.017,0,-0.057763,0.99833,0.96814,282.02
83.517,0,-0.061311,0.99812,0.97354,281.89
84.018,0,-0.057676,0.99834,0.97853,281.76
84.518,0,-0.060998,0.99814,0.98392,281.64
85.018,0,-0.064184,0.99794,0.9893,281.51
85.518,0,-0.060121,0.99819,0.99426,281.38
86.018,0,-0.063093,0.99801,0.99964,281.25
86.518,0,-0.058768,0.99827,1.0046,281.18
87.018,0,-0.061531,0.99811,1.0099,281.05
87.518,0,-0.056954,0.99838,1.0149,280.92
88.018,0,-0.059519,0.99823,1.0202,280.79
88.518,0,-0.061962,0.99808,1.0256,280.66
89.019,0,-0.056999,0.99837,1.0305,280.53
89.519,0,-0.059251,0.99824,1.0358,280.4
90.019,0,-0.061388,0.99811,1.0411,280.27
90.519,0,-0.056053,0.99843,1.046,280.14
91.019,0,-0.058011,0.99832,1.0513,279.95
91.519,0,-0.059857,0.99821,1.0567,279.82
92.019,0,-0.061594,0.9981,1.062,279.69
92.519,0,-0.055778,0.99844,1.0668,279.56
93.019,0,-0.057347,0.99835,1.0721,279.43
93.519,0,-0.058813,0.99827,1.0774,279.3
94.02,0,-0.060175,0.99819,1.0827,279.17
94.52,0,-0.061434,0.99811,1.088,279.04
95.02,0,-0.055042,0.99848,1.0928,278.91
95.52,0,-0.056151,0.99842,1.0981,278.78
96.02,0,-0.057163,0.99836,1.1033,278.58
96.52,0,-0.058078,0.99831,1.1086,278.45
97.02,0,-0.0589,0.99826,1.1138,278.33
97.52,0,-0.059628,0.99822,1.1191,278.2
98.02,0,-0.060264,0.99818,1.1243,278.07
98.521,0,-0.06081,0.99815,1.1296,277.87
99.021,0,-0.061267,0.99812,1.1348,277.74
99.521,0,-0.053906,0.99855,1.1396,277.61
100.02,0,-0.054236,0.99853,1.1448,277.48
100.52,0,-0.054481,0.99851,1.15,277.29
101.02,0,-0.054644,0.99851,1.1552,277.16
101.52,0,-0.054725,0.9985,1.1604,277.03
102.02,0,-0.054726,0.9985,1.1656,276.83
102.52,0,-0.054648,0.99851,1.1708,276.7
103.02,0,-0.054492,0.99851,1.176,276.57
103.52,0,-0.054258,0.99853,1.1812,276.38
104.02,0,-0.05395,0.99854,1.1864,276.25
104.52,0,-0.053569,0.99856,1.1916,276.05
105.02,0,-0.053114,0.99859,1.1968,275.92
105.52,0,-0.052588,0.99862,1.202,275.73
106.02,0,-0.051992,0.99865,1.2071,275.6
106.52,0,-0.051326,0.99868,1.2123,275.4
107.02,0,-0.050593,0.99872,1.2175,275.27
107.52,0,-0.049793,0.99876,1.2226,275.08
108.02,0,-0.048927,0.9988,1.2278,274.95
108.52,0,-0.047999,0.99885,1.233,274.76
109.02,0,-0.047006,0.99889,1.2381,274.56
109.52,0,-0.045953,0.99894,1.2433,274.43
110.02,0,-0.044838,0.99899,1.2484,274.24
110.52,0,-0.043665,0.99905,1.2536,274.04
111.02,0,-0.042433,0.9991,1.2587,273.91
111.52,0,-0.048676,0.99881,1.2643,273.72
112.02,0,-0.047293,0.99888,1.2694,273.52
112.52,0,-0.045855,0.99895,1.2746,273.33
113.02,0,-0.044361,0.99902,1.2797,273.2
113.52,0,-0.042816,0.99908,1.2848,273
114.02,0,-0.048801,0.99881,1.2904,272.81
114.52,0,-0.047113,0.99889,1.2955,272.61
115.02,0,-0.045376,0.99897,1.3006,272.42
115.52,0,-0.043588,0.99905,1.3057,272.22
116.02,0,-0.049373,0.99878,1.3113,272.09
116.52,0,-0.047451,0.99887,1.3164,271.9
117.02,0,-0.045482,0.99897,1.3215,271.71
117.52,0,-0.043468,0.99905,1.3266,271.51
118.02,0,-0.049065,0.9988,1.3322,271.32
118.52,0,-0.046924,0.9989,1.3373,271.12
119.02,0,-0.044741,0.999,1.3424,270.93
119.52,0,-0.042516,0.9991,1.3475,270.73
120.03,0,-0.047936,0.99885,1.3531,270.54
120.53,0,-0.045593,0.99896,1.3581,270.41
121.03,0,-0.04321,0.99907,1.3632,270.21
121.53,0,-0.048495,0.99882,1.3688,270.02
122.03,0,-0.045999,0.99894,1.3738,269.82
122.53,0,-0.043466,0.99905,1.3789,269.63
123.03,0,-0.048622,0.99882,1.3845,269.43
123.53,0,-0.045981,0.99894,1.3895,269.24
124.03,0,-0.043304,0.99906,1.3946,269.04
124.53,0,-0.048337,0.99883,1.4002,268.78
125.03,0,-0.045558,0.99896,1.4052,268.59
125.53,0,-0.042747,0.99909,1.4103,268.4
126.03,0,-0.047663,0.99886,1.4158,268.2
126.53,0,-0.044755,0.999,1.4209,268.01
127.03,0,-0.041816,0.99913,1.4259,267.81
127.53,0,-0.04662,0.99891,1.4315,267.62
128.03,0,-0.043589,0.99905,1.4365,267.42
128.53,0,-0.048309,0.99883,1.4421,267.23
129.03,0,-0.045189,0.99898,1.4471,266.97
129.53,0,-0.042044,0.99912,1.4521,266.77
130.03,0,-0.046661,0.99891,1.4577,266.58
130.53,0,-0.04343,0.99906,1.4627,266.38
131.03,0,-0.047969,0.99885,1.4683,266.19
131.53,0,-0.044657,0.999,1.4733,265.93
132.03,0,-0.041323,0.99915,1.4783,265.73
132.53,0,-0.045767,0.99895,1.4838,265.54
133.03,0,-0.042355,0.9991,1.4889,265.35
133.53,0,-0.046727,0.99891,1.4944,265.09
134.03,0,-0.043242,0.99906,1.4994,264.89
134.53,0,-0.047542,0.99887,1.505,264.7
135.03,0,-0.043987,0.99903,1.5099,264.5
135.53,0,-0.040413,0.99918,1.515,264.24
136.03,0,-0.044629,0.999,1.5205,264.05
136.53,0,-0.040989,0.99916,1.5255,263.79
137.03,0,-0.045141,0.99898,1.531,263.59
137.53,0,-0.041438,0.99914,1.536,263.4
138.03,0,-0.045526,0.99896,1.5416,263.14
138.53,0,-0.041764,0.99913,1.5465,262.94
139.03,0,-0.04579,0.99895,1.5521,262.68
139.53,0,-0.041968,0.99912,1.5571,262.49
140.03,0,-0.045935,0.99894,1.5626,262.23
140.53,0,-0.042058,0.99912,1.5676,262.04
141.03,0,-0.045967,0.99894,1.5731,261.78
141.53,0,-0.042038,0.99912,1.5781,261.58
142.03,0,-0.04589,0.99895,1.5836,261.32
142.53,0,-0.041911,0.99912,1.5886,261.13
143.03,0,-0.045709,0.99895,1.5941,260.87
143.53,0,-0.041681,0.99913,1.5991,260.67
144.03,0,-0.045427,0.99897,1.6046,260.41
144.53,0,-0.041353,0.99914,1.6096,260.22
145.03,0,-0.045048,0.99898,1.6151,259.96
145.53,0,-0.040933,0.99916,1.6201,259.76
146.03,0,-0.044579,0.99901,1.6256,259.5
146.53,0,-0.040424,0.99918,1.6306,259.24
147.03,0,-0.044022,0.99903,1.6361,259.05
147.53,0,-0.03983,0.99921,1.641,258.79
148.03,0,-0.043382,0.99906,1.6465,258.53
148.53,0,-0.046896,0.9989,1.6521,258.34
149.03,0,-0.042637,0.99909,1.657,258.08
149.53,0,-0.046107,0.99894,1.6625,257.82
150.03,0,-0.041815,0.99913,1.6675,257.62
150.53,0,-0.045243,0.99898,1.673,257.36
151.03,0,-0.04092,0.99916,1.678,257.1
151.53,0,-0.044307,0.99902,1.6835,256.91
152.03,0,-0.039957,0.9992,1.6884,256.65
152.53,0,-0.043304,0.99906,1.6939,256.39
153.03,0,-0.046618,0.99891,1.6995,256.13
153.53,0,-0.042216,0.99911,1.7044,255.93
154.03,0,-0.045492,0.99896,1.7099,255.68
154.53,0,-0.041067,0.99916,1.7148,255.42
155.03,0,-0.044307,0.99902,1.7204,255.16
155.53,0,-0.039863,0.99921,1.7253,254.9
156.03,0,-0.043068,0.99907,1.7308,254.64
156.53,0,-0.046242,0.99893,1.7363,254.44
157.03,0,-0.041757,0.99913,1.7412,254.18
157.53,0,-0.044898,0.99899,1.7468,253.92
158.03,0,-0.040398,0.99918,1.7517,253.66
158.53,0,-0.043508,0.99905,1.7572,253.4
159.03,0,-0.046587,0.99891,1.7627,253.14
159.53,0,-0.042054,0.99912,1.7676,252.88
160.03,0,-0.045104,0.99898,1.7732,252.62
160.53,0,-0.040561,0.99918,1.7781,252.37
161.03,0,-0.043582,0.99905,1.7836,252.11
161.53,0,-0.046574,0.99891,1.7891,251.85
162.03,0,-0.042005,0.99912,1.794,251.65
162.53,0,-0.044971,0.99899,1.7995,251.39
163.03,0,-0.040396,0.99918,1.8045,251.13
163.53,0,-0.043335,0.99906,1.81,250.81
164.03,0,-0.046249,0.99893,1.8155,250.55
164.53,0,-0.041656,0.99913,1.8204,250.29
165.03,0,-0.044546,0.99901,1.8259,250.03
165.53,0,-0.039951,0.9992,1.8308,249.77
166.03,0,-0.042818,0.99908,1.8363,249.51
166.53,0,-0.04566,0.99896,1.8419,249.25
167.03,0,-0.041055,0.99916,1.8468,248.99
167.53,0,-0.043875,0.99904,1.8523,248.73
168.04,0,-0.039274,0.99923,1.8572,248.47
168.54,0,-0.042074,0.99911,1.8627,248.21
169.04,0,-0.044851,0.99899,1.8682,247.89
169.54,0,-0.040248,0.99919,1.8731,247.63
170.04,0,-0.043006,0.99907,1.8786,247.37
170.54,0,-0.045742,0.99895,1.8841,247.11
171.04,0,-0.041137,0.99915,1.889,246.85
171.54,0,-0.043855,0.99904,1.8946,246.52
172.04,0,-0.039261,0.99923,1.8995,246.26
172.54,0,-0.041962,0.99912,1.905,246.01
173.04,0,-0.044644,0.999,1.9105,245.75
173.54,0,-0.040056,0.9992,1.9154,245.42
174.04,0,-0.042722,0.99909,1.9209,245.16
174.54,0,-0.045368,0.99897,1.9264,244.9
175.04,0,-0.04079,0.99917,1.9313,244.58
175.54,0,-0.043422,0.99906,1.9368,244.32
176.04,0,-0.046035,0.99894,1.9424,244.06
176.54,0,-0.041468,0.99914,1.9473,243.8
177.04,0,-0.044068,0.99903,1.9528,243.47
177.54,0,-0.03952,0.99922,1.9577,243.21
178.04,0,-0.042108,0.99911,1.9632,242.89
178.54,0,-0.044678,0.999,1.9687,242.63
179.04,0,-0.040149,0.99919,1.9736,242.37
179.54,0,-0.042708,0.99909,1.9791,242.05
180.04,0,-0.04525,0.99898,1.9846,241.79
180.54,0,-0.040744,0.99917,1.9895,241.46
181.04,0,-0.043276,0.99906,1.9951,241.2
181.54,0,-0.045792,0.99895,2.0006,240.88
182.04,0,-0.04131,0.99915,2.0055,240.62
182.54,0,-0.043817,0.99904,2.011,240.36
183.04,0,-0.03936,0.99923,2.0159,240.03
183.54,0,-0.041859,0.99912,2.0214,239.71
184.04,0,-0.044344,0.99902,2.0269,239.45
184.54,0,-0.039918,0.9992,2.0319,239.13
185.04,0,-0.042396,0.9991,2.0374,238.87
185.54,0,-0.044859,0.99899,2.0429,238.54
186.04,0,-0.040466,0.99918,2.0478,238.28
186.54,0,-0.042923,0.99908,2.0533,237.96
187.04,0,-0.045367,0.99897,2.0588,237.7
187.54,0,-0.04101,0.99916,2.0637,237.37
188.04,0,-0.043448,0.99906,2.0693,237.05
188.54,0,-0.045873,0.99895,2.0748,236.79
189.04,0,-0.041554,0.99914,2.0797,236.46
189.54,0,-0.043975,0.99903,2.0852,236.21
190.04,0,-0.03969,0.99921,2.0901,235.88
190.54,0,-0.042107,0.99911,2.0957,235.56
191.04,0,-0.044512,0.99901,2.1012,235.23
191.54,0,-0.04027,0.99919,2.1061,234.97
192.04,0,-0.042673,0.99909,2.1116,234.65
192.54,0,-0.045064,0.99898,2.1172,234.32
193.04,0,-0.040867,0.99916,2.1221,234.06
193.54,0,-0.043256,0.99906,2.1276,233.74
194.04,0,-0.045634,0.99896,2.1331,233.41
194.54,0,-0.041485,0.99914,2.1381,233.09
195.04,0,-0.043861,0.99904,2.1436,232.83
195.54,0,-0.039751,0.99921,2.1485,232.51
196.04,0,-0.042127,0.99911,2.154,232.18
196.54,0,-0.044493,0.99901,2.1596,231.86
197.04,0,-0.040436,0.99918,2.1645,231.53
197.54,0,-0.042802,0.99908,2.17,231.21
198.04,0,-0.045159,0.99898,2.1756,230.95
198.54,0,-0.041156,0.99915,2.1805,230.62
199.04,0,-0.043513,0.99905,2.186,230.3
199.54,0,-0.04586,0.99895,2.1916,229.97
200.04,0,-0.041913,0.99912,2.1965,229.65
200.54,0,-0.044261,0.99902,2.202,229.33
201.04,0,-0.040358,0.99919,2.207,229
201.54,0,-0.042709,0.99909,2.2125,228.68
202.04,0,-0.045051,0.99898,2.2181,228.42
202.54,0,-0.041207,0.99915,2.223,228.09
203.04,0,-0.043552,0.99905,2.2285,227.77
203.54,0,-0.045888,0.99895,2.2341,227.44
204.04,0,-0.042105,0.99911,2.239,227.12
204.54,0,-0.044445,0.99901,2.2446,226.79
205.04,0,-0.040708,0.99917,2.2495,226.47
205.54,0,-0.043051,0.99907,2.2551,226.15
206.04,0,-0.045387,0.99897,2.2606,225.82
206.54,0,-0.041714,0.99913,2.2656,225.5
207.04,0,-0.044054,0.99903,2.2711,225.17
207.54,0,-0.04043,0.99918,2.2761,224.85
208.04,0,-0.042774,0.99908,2.2816,224.46
208.54,0,-0.045111,0.99898,2.2872,224.13
209.04,0,-0.041556,0.99914,2.2921,223.81
209.54,0,-0.043897,0.99904,2.2977,223.48
210.04,0,-0.040394,0.99918,2.3026,223.16
210.54,0,-0.042741,0.99909,2.3082,222.84
211.04,0,-0.045082,0.99898,2.3138,222.51
211.54,0,-0.041649,0.99913,2.3187,222.19
212.04,0,-0.043995,0.99903,2.3243,221.8
212.54,0,-0.040614,0.99917,2.3293,221.47
213.04,0,-0.042966,0.99908,2.3348,221.15
213.54,0,-0.045313,0.99897,2.3404,220.82
214.04,0,-0.042005,0.99912,2.3454,220.5
214.54,0,-0.044358,0.99902,2.3509,220.11
215.04,0,-0.041103,0.99915,2.3559,219.79
215.54,0,-0.043462,0.99906,2.3615,219.46
216.05,0,-0.045817,0.99895,2.367,219.14
216.55,0,-0.042635,0.99909,2.372,218.75
217.05,0,-0.044995,0.99899,2.3776,218.42
217.55,0,-0.041869,0.99912,2.3826,218.1
218.05,0,-0.044236,0.99902,2.3882,217.77
218.55,0,-0.041165,0.99915,2.3932,217.38
219.05,0,-0.043539,0.99905,2.3987,217.06
219.55,0,-0.045908,0.99895,2.4043,216.69
220.05,0,-0.042922,0.99908,2.4093,216.69
220.55,0,-0.045309,0.99897,2.4149,216.69
221.05,0,-0.042404,0.9991,2.4199,216.69
221.55,0,-0.044808,0.999,2.4255,216.69
222.05,0,-0.041987,0.99912,2.4305,216.69
222.55,0,-0.044408,0.99901,2.4361,216.69
223.05,0,-0.041669,0.99913,2.4411,216.69
223.55,0,-0.044107,0.99903,2.4467,216.69
224.05,0,-0.04145,0.99914,2.4518,216.69
224.55,0,-0.043906,0.99904,2.4573,216.69
225.05,0,-0.041331,0.99915,2.4624,216.69
225.55,0,-0.043804,0.99904,2.468,216.69
226.05,0,-0.041309,0.99915,2.473,216.69
226.55,0,-0.043798,0.99904,2.4786,216.69
227.05,0,-0.041385,0.99914,2.4837,216.69
227.55,0,-0.04389,0.99904,2.4893,216.69
228.05,0,-0.041557,0.99914,2.4944,216.69
228.55,0,-0.044078,0.99903,2.5,216.69
229.05,0,-0.041824,0.99912,2.5051,216.69
229.55,0,-0.044361,0.99902,2.5107,216.69
230.05,0,-0.042185,0.99911,2.5157,216.69
230.55,0,-0.044737,0.999,2.5214,216.69
231.05,0,-0.042638,0.99909,2.5265,216.69
231.55,0,-0.045204,0.99898,2.5321,216.69
232.05,0,-0.043181,0.99907,2.5372,216.69
232.55,0,-0.045762,0.99895,2.5428,216.69
233.05,0,0.095653,0.99541,2.5479,216.69
233.55,0,0.072536,0.99737,2.5501,216.69
234.05,0,0.054611,0.99851,2.5544,216.69
234.55,0,0.041555,0.99914,2.5601,216.69
235.05,0,0.032999,0.99946,2.5665,216.69
235.55,0,0.024483,0.9997,2.5731,216.69
236.05,0,0.019577,0.99981,2.5802,216.69
236.55,0,0.014698,0.99989,2.5873,216.69
237.05,0,0.009847,0.99995,2.5944,216.69
237.55,0,0.0050245,0.99999,2.6016,216.69
238.05,0,0.0036016,0.99999,2.6091,216.69
238.55,0,0.0021996,1,2.6166,216.69
239.05,0,0.00081817,1,2.6241,216.69
239.55,0,-0.00054192,1,2.6316,216.69
240.05,0,-0.0018803,1,2.6392,216.69
240.55,0,-0.0031972,0.99999,2.6467,216.69
241.05,0,-0.0044921,0.99999,2.6542,216.69
241.55,0,-0.0057651,0.99998,2.6617,216.69
242.05,0,-0.007016,0.99998,2.6693,216.69
242.55,0,-0.0082448,0.99997,2.6768,216.69
243.05,0,-0.0094509,0.99996,2.6844,216.69
243.55,0,-0.015533,0.99988,2.6918,216.69
244.05,0,-0.021583,0.99977,2.6994,216.69
244.55,0,-0.027602,0.99962,2.7071,216.69
245.05,0,-0.029983,0.99955,2.7146,216.69
245.55,0,-0.032336,0.99948,2.7222,216.69
246.05,0,-0.034659,0.9994,2.7298,216.69
246.55,0,-0.036954,0.99932,2.7373,216.69
247.05,0,-0.03922,0.99923,2.7449,216.69
247.55,0,-0.041455,0.99914,2.7525,216.69
248.05,0,-0.043661,0.99905,2.7601,216.69
248.55,0,-0.041272,0.99915,2.7672,216.69
249.05,0,-0.043432,0.99906,2.7748,216.69
249.55,0,-0.045562,0.99896,2.7824,216.69
250.05,0,-0.043051,0.99907,2.7895,216.69
250.55,0,-0.045136,0.99898,2.7971,216.69
251.05,0,-0.042549,0.99909,2.8041,216.69
251.55,0,-0.044589,0.99901,2.8117,216.69
252.05,0,-0.041927,0.99912,2.8188,216.69
252.55,0,-0.043923,0.99903,2.8264,216.69
253.05,0,-0.041186,0.99915,2.8334,216.69
253.55,0,-0.043139,0.99907,2.841,216.69
254.05,0,-0.045064,0.99898,2.8486,216.69
254.55,0,-0.042208,0.99911,2.8556,216.69
255.05,0,-0.04409,0.99903,2.8632,216.69
255.55,0,-0.041162,0.99915,2.8702,216.69
256.05,0,-0.043002,0.99907,2.8778,216.69
256.55,0,-0.044814,0.999,2.8854,216.69
257.05,0,-0.04177,0.99913,2.8923,216.69
257.55,0,-0.043541,0.99905,2.8999,216.69
258.05,0,-0.045284,0.99897,2.9075,216.69
258.55,0,-0.042124,0.99911,2.9145,216.69
259.05,0,-0.043827,0.99904,2.9221,216.69
259.55,0,-0.040595,0.99918,2.929,216.69
260.05,0,-0.042259,0.99911,2.9366,216.69
260.55,0,-0.043896,0.99904,2.9442,216.69
261.05,0,-0.040551,0.99918,2.9511,216.69
261.55,0,-0.042149,0.99911,2.9587,216.69
262.05,0,-0.043721,0.99904,2.9663,216.69
262.55,0,-0.040265,0.99919,2.9732,216.69
263.05,0,-0.041799,0.99913,2.9808,216.69
263.55,0,-0.043307,0.99906,2.9883,216.69
264.06,0,-0.044788,0.999,2.9959,216.69
264.56,0,-0.041178,0.99915,3.0028,216.69
265.06,0,-0.042623,0.99909,3.0104,216.69
265.56,0,-0.044041,0.99903,3.0179,216.69
266.06,0,-0.04032,0.99919,3.0248,216.69
266.56,0,-0.041703,0.99913,3.0324,216.69
267.06,0,-0.04306,0.99907,3.0399,216.69
267.56,0,-0.044392,0.99901,3.0475,216.69
268.06,0,-0.040521,0.99918,3.0544,216.69
268.56,0,-0.041818,0.99913,3.0619,216.69
269.06,0,-0.043089,0.99907,3.0695,216.69
269.56,0,-0.044335,0.99902,3.077,216.69
