"Time","Drag Coefficient Monitor: Drag Coefficient Monitor"
6.82,-5.804125588763445E-7
6.84,-6.380445337239524E-7
6.86,-6.961305561573107E-7
6.88,-7.598113624903599E-7
6.9,-8.213950251221597E-7
6.92,-8.779685295104107E-7
6.9399999999999995,-9.342427395031131E-7
6.96,-9.86409282054936E-7
6.98,-1.0328320752482311E-6
7.0,-1.0762742501430661E-6
7.02,-1.120379945803473E-6
7.04,-1.4129430873826478E-7
7.06,-1.400705208970512E-5
7.08,-2.154408976112287E-5
7.1,-1.829387732739489E-5
7.12,-1.156659517959448E-5
7.14,-4.6336757580250795E-6
7.16,6.71593882497637E-7
7.18,6.848495937998784E-6
7.2,8.247874302191293E-6
7.22,6.486458336697159E-6
7.24,3.066839689640598E-6
7.26,-6.342175027286347E-7
7.28,-3.2723296049546233E-6
7.3,-4.366729838470166E-6
7.32,-4.253227268864096E-6
7.34,-3.634684722654073E-6
7.36,-3.0741326851657735E-6
7.38,-2.9362350104713087E-6
7.4,-3.211458359201947E-6
7.42,-3.7234256051695496E-6
7.44,-4.3315802504295375E-6
7.46,-4.921196130566054E-6
7.48,-5.389594282178287E-6
7.5,-5.671822470747217E-6
7.52,-5.815822795355445E-6
7.54,-5.871141716418881E-6
7.5600000000000005,-5.87036897964243E-6
7.58,-5.859640381973671E-6
7.6,-5.8686928772820845E-6
7.62,-5.910943598571836E-6
7.64,-5.971640022063639E-6
7.66,-6.038922087392128E-6
7.68,-6.102163038275217E-6
7.7,-6.158054328288666E-6
7.72,-6.203259547682809E-6
7.74,-6.2343420741213465E-6
7.76,-6.253424285402411E-6
7.78,-6.260384670705886E-6
7.8,-6.258716096471456E-6
7.82,-6.2579048097219014E-6
7.84,-6.259971952563591E-6
7.86,-6.2663448211109294E-6
7.88,-6.272407750454453E-6
7.9,-6.280797491671047E-6
7.92,-6.290104317234708E-6
7.9399999999999995,-6.3030758522397975E-6
7.96,-6.315318705090072E-6
7.98,-6.326654144778687E-6
8.0,-6.338387086360988E-6
8.02,-6.349999510991612E-6
8.04,-4.712873719013895E-6
8.06,-1.4092952718552548E-5
8.08,-2.1026240330414523E-5
8.1,-2.3220632915463462E-5
8.12,-2.0213413592854593E-5
8.14,-1.4992786711708729E-5
8.16,-7.778198990762515E-6
8.18,6.093452026449395E-7
8.2,3.9856122602645746E-6
8.22,3.5368000215201444E-6
8.24,7.578791785453646E-7
8.26,-2.8194358848551067E-6
8.28,-5.664912685257233E-6
8.3,-7.0268735118724E-6
8.32,-7.064856843138378E-6
8.34,-6.454294293992226E-6
8.36,-5.860231923871219E-6
8.38,-5.5434782278139015E-6
8.4,-5.597764262634065E-6
8.42,-5.9918068701882324E-6
8.44,-6.508133281635509E-6
8.46,-7.002503695457012E-6
8.48,-7.426993303710013E-6
8.5,-7.729074311006149E-6
8.52,-7.92994545418278E-6
8.54,-8.047430188333294E-6
8.56,-8.118687361004604E-6
8.58,-8.15377733436693E-6
8.6,-8.191718185289422E-6
8.62,-8.231245436756649E-6
8.64,-8.277989436243299E-6
8.66,-8.339492168248956E-6
8.68,-8.400288195617184E-6
8.7,-8.456346840986861E-6
8.72,-8.504348880736367E-6
8.74,-8.542133682514728E-6
8.76,-8.571405219117352E-6
8.78,-8.598238146395238E-6
8.8,-8.627593286460421E-6
8.82,-8.660467203726648E-6
8.84,-8.694889957084989E-6
8.86,-8.731951504112573E-6
8.88,-8.774086754212474E-6
8.9,-8.817222926709841E-6
8.92,-8.864156512764124E-6
8.94,-8.911493743711316E-6
8.96,-8.957865574366276E-6
8.98,-9.002101223340148E-6
9.0,-9.04307138500657E-6
9.02,-9.081107782755828E-6
9.04,-5.283343491079486E-6
9.06,-1.7136960460601463E-5
9.08,-2.7083732077787454E-5
9.1,-2.8161105799447843E-5
9.12,-2.3240593804765817E-5
9.14,-1.624646303416956E-5
9.16,-9.039999460509628E-6
9.18,-2.2408491238083047E-6
9.2,-3.6507977187162687E-7
9.22,-1.6251004116346301E-6
9.24,-4.728288466751149E-6
9.26,-8.188923278204583E-6
9.28,-1.0735704952800881E-5
9.3,-1.1700575728773978E-5
9.32,-1.1439728100518077E-5
9.34,-1.0558406757970038E-5
9.36,-9.70485919820681E-6
9.38,-9.241732637582766E-6
9.4,-9.29365124844299E-6
9.42,-9.720149514231798E-6
9.44,-1.0268406693259526E-5
9.46,-1.0812976429450569E-5
9.48,-1.1250104450147657E-5
9.5,-1.1505630280304203E-5
9.52,-1.160669221296012E-5
9.54,-1.1592245347694542E-5
9.56,-1.1514859082777474E-5
9.58,-1.1426607086331381E-5
9.6,-1.1362095698792961E-5
9.62,-1.1322051198658361E-5
9.64,-1.130743205580412E-5
9.66,-1.131491053183494E-5
9.68,-1.1337137338595905E-5
9.7,-1.1370675539590012E-5
9.72,-1.1400821534937607E-5
9.74,-1.1421457476380086E-5
9.76,-1.1433994889229546E-5
9.78,-1.1440563403684975E-5
9.8,-1.1444892964443034E-5
9.82,-1.1454139070084896E-5
9.84,-1.1461745876400285E-5
9.86,-1.1472456767893695E-5
9.88,-1.1486480696655649E-5
9.9,-1.1502750233934512E-5
9.92,-1.1517000595997322E-5
9.94,-1.1531670924729177E-5
9.96,-1.1545168430156719E-5
9.98,-1.155902392316732E-5
10.0,-1.1572923669334373E-5
10.02,-1.158730330990092E-5
10.04,-1.0255864443051821E-5
10.06,-2.2865579330650623E-5
10.08,-3.070399296805572E-5
10.1,-3.038428619073794E-5
10.12,-2.5339889629559594E-5
10.14,-2.011652777801517E-5
10.16,-1.4232062400955263E-5
10.18,-6.403821176558816E-6
10.2,-2.994475943631267E-6
10.22,-3.0108566893766037E-6
10.24,-5.4737132839531135E-6
10.26,-8.735904806188185E-6
10.28,-1.124124313088827E-5
10.3,-1.2296310918033851E-5
10.32,-1.2138969159030604E-5
10.34,-1.1528263473978541E-5
10.36,-1.0960255124652227E-5
10.38,-1.0678892937075921E-5
10.4,-1.0758394592040022E-5
10.42,-1.1137060919265253E-5
10.44,-1.1654569350356002E-5
10.46,-1.2195715261419049E-5
10.48,-1.2621435633196186E-5
10.5,-1.2900368011247408E-5
10.52,-1.3055727699339155E-5
10.54,-1.3083329646492696E-5
10.56,-1.306508303538108E-5
10.58,-1.3020248937091837E-5
10.6,-1.2975947721784524E-5
10.62,-1.2940999442397913E-5
10.64,-1.291737611540646E-5
10.66,-1.2920850541009715E-5
10.68,-1.2933678770732973E-5
10.7,-1.2943498415745358E-5
10.72,-1.2953212533964924E-5
10.74,-1.2954463609339363E-5
10.76,-1.2951688396372294E-5
10.78,-1.2941259539586134E-5
10.8,-1.2928611973615206E-5
10.82,-1.2920794955938803E-5
10.84,-1.2920606681563322E-5
10.86,-1.2927696443849753E-5
10.88,-1.293979259541048E-5
10.9,-1.2957648988508714E-5
10.92,-1.2978779522978458E-5
10.94,-1.3000433456984745E-5
10.96,-1.3020836212441346E-5
10.98,-1.3040994312170926E-5
11.0,-1.3059275080098666E-5
11.02,-1.3077377270614047E-5
11.04,-9.871883116840919E-6
11.06,-1.605385399820904E-5
11.08,-2.375888675389958E-5
11.1,-2.712219507426994E-5
11.12,-2.7950690908132587E-5
11.14,-2.7501988939682762E-5
11.16,-2.2935764649606694E-5
11.18,-1.269438388657946E-5
11.2,-5.677424444310159E-6
11.22,-3.228052273763261E-6
11.24,-4.708869927334665E-6
11.26,-7.972321847819006E-6
11.28,-1.0957021951232519E-5
11.3,-1.2583084392119455E-5
11.32,-1.2690721092693901E-5
11.34,-1.1969231572106183E-5
11.36,-1.1194588562948942E-5
11.38,-1.0697270384141684E-5
11.4,-1.0631721774383534E-5
11.42,-1.0914946314703186E-5
11.44,-1.1374125681192555E-5
11.46,-1.1856900263200426E-5
11.48,-1.2255787650625612E-5
11.5,-1.2480438164562974E-5
11.52,-1.2550734262899695E-5
11.54,-1.2525184827280538E-5
11.56,-1.2415674559311265E-5
11.58,-1.2267426645911633E-5
11.6,-1.2122411419036795E-5
11.62,-1.1987252608723841E-5
11.64,-1.186000514632031E-5
11.66,-1.1752979691138919E-5
11.68,-1.1663990764142992E-5
11.7,-1.1585158462374207E-5
11.72,-1.151017645560883E-5
11.74,-1.1433461754030027E-5
11.76,-1.135770734910011E-5
11.78,-1.1283245740656453E-5
11.8,-1.1213998331278481E-5
11.82,-1.1154016362353738E-5
11.84,-1.1100010140506189E-5
11.86,-1.105916663410399E-5
11.88,-1.1028446238456078E-5
11.9,-1.1004912111577187E-5
11.92,-1.0986593532473276E-5
11.94,-1.097171715292664E-5
11.96,-1.0958458132184864E-5
11.98,-1.0947836616986065E-5
12.0,-1.0937213415624307E-5
12.02,-1.0928753906068024E-5
12.04,-1.303837510867465E-5
12.06,-2.2667348035763727E-5
12.08,-3.0294324736506096E-5
12.1,-3.048003347722644E-5
12.12,-2.6216209845212683E-5
12.14,-2.2572746353577896E-5
12.16,-1.6926551552661375E-5
12.18,-7.228413054547718E-6
12.2,-1.0902484104953322E-6
12.22,5.934035085368581E-7
12.24,-1.223323747000777E-6
12.26,-4.477700092908076E-6
12.28,-6.981619291404097E-6
12.3,-7.936247856804605E-6
12.32,-7.571203426656466E-6
12.34,-6.648090132416659E-6
12.36,-5.800227729745754E-6
12.38,-5.349322116219943E-6
12.4,-5.362764466123025E-6
12.42,-5.732622447644697E-6
12.44,-6.276340527784316E-6
12.46,-6.7981486969601235E-6
12.48,-7.166821092911079E-6
12.5,-7.3489407677030105E-6
12.52,-7.339631429816345E-6
12.54,-7.223378399072481E-6
12.56,-7.017794593301445E-6
12.58,-6.781330580535275E-6
12.6,-6.549334311194656E-6
12.62,-6.328384287440322E-6
12.64,-6.1268087463292295E-6
12.66,-5.94207011987783E-6
12.68,-5.7771194458651E-6
12.7,-5.6253597658062636E-6
12.72,-5.477513635433055E-6
12.74,-5.339717473241489E-6
12.76,-5.213270485726921E-6
12.78,-5.097950286414966E-6
12.8,-4.995680253347711E-6
12.82,-4.906164640539741E-6
12.84,-4.831557731567134E-6
12.86,-4.769402565953507E-6
12.88,-4.722924111798919E-6
12.9,-4.6871189726004695E-6
12.92,-4.660649565427272E-6
12.94,-4.638951886323489E-6
12.96,-4.620521710353898E-6
12.98,-4.60380122313299E-6
13.0,-4.5874650037220345E-6
13.02,-4.574289864076512E-6
13.04,-2.702489946981853E-6
13.06,-1.301110982228253E-5
13.08,-2.460514539428042E-5
13.1,-2.6979064169811043E-5
13.12,-2.2621211023005614E-5
13.14,-1.5185440815392741E-5
13.16,-8.984678857737252E-6
13.18,-1.329576099238259E-6
13.2,3.976226688648286E-6
13.22,6.216224716502846E-6
13.24,5.581623537526083E-6
13.26,3.402149042957878E-6
13.28,1.3565475464516883E-6
13.3,2.651001367266542E-7
13.32,6.289742774035079E-8
13.34,4.168429387518155E-7
13.36,7.367931593354616E-7
13.38,8.557307445881118E-7
13.4,7.114522029722006E-7
13.42,3.5566673230385513E-7
13.44,-9.201591327695282E-8
13.46,-4.6924916015610195E-7
13.48,-6.767395733617522E-7
13.5,-7.091198993488865E-7
13.52,-5.891580784240975E-7
13.54,-3.4305806083878926E-7
13.56,-1.5025140920681187E-8
13.58,3.4946826296311295E-7
13.6,7.060114786553333E-7
13.62,1.0352693190448667E-6
13.64,1.3355596652970986E-6
13.66,1.6050717405179281E-6
13.68,1.8345805564130196E-6
13.7,2.0341475262294883E-6
13.72,2.1980362388412696E-6
13.74,2.3302634836732173E-6
13.76,2.443454372493218E-6
13.78,2.543202968951615E-6
13.8,2.6276065470901194E-6
13.82,2.690822321517157E-6
13.84,2.740052307907192E-6
13.86,2.7726062075638225E-6
13.88,2.7928198931422713E-6
13.9,2.8032825072966823E-6
13.92,2.80380874625998E-6
13.94,2.8018994498773303E-6
13.96,2.797228101189368E-6
13.98,2.7887995227018825E-6
14.0,2.779688777484409E-6
14.02,2.7671709637309566E-6
14.04,2.718767155690296E-6
14.06,-9.577908821123709E-6
14.08,-1.952970450794035E-5
14.1,-2.0055736366374293E-5
14.12,-1.575172650296045E-5
14.14,-9.231258806810345E-6
14.16,-2.420658594029952E-6
14.18,5.643080706298093E-6
14.2,1.1622938655222439E-5
14.22,1.4195344482814072E-5
14.24,1.3511141688607302E-5
14.26,1.1159099460144052E-5
14.28,8.79095840866881E-6
14.3,7.467264128109988E-6
14.32,7.265018694799658E-6
14.34,7.643921005095275E-6
14.36,8.054860661933186E-6
14.38,8.18167812097164E-6
14.4,8.020836112595044E-6
14.42,7.590770945984436E-6
14.44,7.163999275599645E-6
14.46,6.858324721430735E-6
14.48,6.741391294495019E-6
14.5,6.847383794146712E-6
14.52,7.121068239763368E-6
14.54,7.529954453975002E-6
14.56,7.996382148645234E-6
14.58,8.466704197671204E-6
14.6,8.91939513856068E-6
14.62,9.320025088845591E-6
14.64,9.651953541581545E-6
14.66,9.931231074413193E-6
14.68,1.0161770790251697E-5
14.7,1.0354038430652057E-5
14.72,1.0516004957104989E-5
14.74,1.0653052715285397E-5
14.76,1.0768182566515427E-5
14.78,1.087184699527279E-5
14.8,1.0961814153309518E-5
14.82,1.1035810059001163E-5
14.84,1.1094678039795428E-5
14.86,1.1139439034992465E-5
14.88,1.1166375376942303E-5
14.9,1.118167384375389E-5
14.92,1.1188904312717728E-5
14.94,1.1188898187069447E-5
14.96,1.1181581512777296E-5
14.98,1.1168200427001309E-5
15.0,1.1148988717216109E-5
15.02,1.1124794824751979E-5
15.04,9.462142211696268E-6
15.06,-4.239585995331692E-6
15.08,-1.4320368896919524E-5
15.1,-1.5163012811913835E-5
15.12,-7.963068693849889E-6
15.14,2.2340946998865367E-7
15.16,6.145915237388104E-6
15.18,1.3992846581211093E-5
15.2,1.9909860491186174E-5
15.22,2.274316836469313E-5
15.24,2.261053083100337E-5
15.26,2.0755865317416825E-5
15.28,1.8643356242441024E-5
15.3,1.7311474919686982E-5
15.32,1.6752653581963952E-5
15.34,1.6710479816619702E-5
15.36,1.6755071724357727E-5
15.38,1.6607688985698177E-5
15.4,1.623487230892463E-5
15.42,1.574130346341813E-5
15.44,1.5304240045877697E-5
15.46,1.4998824101468294E-5
15.48,1.4927722287679695E-5
15.5,1.5077512979392415E-5
15.52,1.5434737575396418E-5
15.54,1.5904754406581247E-5
15.56,1.6442881487184077E-5
15.58,1.6995777537650966E-5
15.6,1.7528606046709452E-5
15.62,1.8007679745051437E-5
15.64,1.8428152567647525E-5
15.66,1.8784400301039822E-5
15.68,1.908094382040727E-5
15.7,1.9323044799152917E-5
15.72,1.9519961298585835E-5
15.74,1.9677570870412623E-5
15.76,1.9807676104708408E-5
15.78,1.9922566844145617E-5
15.8,2.0016631500185202E-5
15.82,2.0096391157030837E-5
15.84,2.0162085617880523E-5
15.86,2.021870702887137E-5
15.88,2.026961716491311E-5
15.9,2.0310010344207855E-5
15.92,2.0341469005350816E-5
15.94,2.036258464872556E-5
15.96,2.0377056604523062E-5
15.98,2.0385903253889566E-5
16.0,2.0390763109125582E-5
16.02,2.0385358409744082E-5
16.04,2.5111404110660534E-5
16.06,1.4185867252084407E-5
16.08,9.21969237277936E-7
16.1,-3.4033353608054775E-6
16.12,-1.4328674282258748E-6
16.14,4.406314373697712E-6
16.16,1.1479617183147221E-5
16.18,2.0855387171448364E-5
16.2,2.8450924020351913E-5
16.22,3.275882633686489E-5
16.24,3.338205486147406E-5
16.26,3.169331705334337E-5
16.28,2.9520529370213682E-5
16.3,2.7969117528271487E-5
16.32,2.7302897406163707E-5
16.34,2.7093175297552732E-5
16.36,2.6967571766041947E-5
16.38,2.6724807081246727E-5
16.4,2.6387989591422692E-5
16.42,2.6060260087601573E-5
16.44,2.583428475343562E-5
16.46,2.5736757865138022E-5
16.48,2.5892172610742474E-5
16.5,2.621814586160881E-5
16.52,2.6683680579809586E-5
16.54,2.7248375523340777E-5
16.56,2.7854066177790767E-5
16.58,2.8438682488702E-5
16.6,2.89952515735795E-5
16.62,2.9481142375634473E-5
16.64,2.988296853265552E-5
16.66,3.0205471091639524E-5
16.68,3.0473623002698873E-5
16.7,3.068012112173424E-5
16.72,3.085669968573614E-5
16.74,3.0991134962354133E-5
16.76,3.1111751726057494E-5
16.78,3.121613888406816E-5
16.8,3.132454531064059E-5
16.82,3.141968360938567E-5
16.84,3.151817783955992E-5
16.86,3.160620990421471E-5
16.88,3.170504725234926E-5
16.9,3.178048214016247E-5
16.92,3.185850307831379E-5
16.94,3.191658739714505E-5
16.96,3.198023244508753E-5
16.98,3.202438540497857E-5
17.0,3.206428702846035E-5
17.02,3.209071343926478E-5
17.04,3.213351852203427E-5
17.06,1.4923558341210022E-5
17.08,2.316805910564515E-6
17.1,1.5238449902599422E-6
17.12,9.16992507680165E-6
17.14,1.892977938787028E-5
17.16,2.6076748933806592E-5
17.18,3.326090688762934E-5
17.2,3.9250625016368744E-5
17.22,4.326973423873033E-5
17.24,4.4707987455351235E-5
17.26,4.417781668900915E-5
17.28,4.289793140580284E-5
17.3,4.18565362999343E-5
17.32,4.125988159067383E-5
17.34,4.071842381576104E-5
17.36,4.021560541646408E-5
17.38,3.961728113436618E-5
