-49,-1.2987
-48,-1.296
-47,-1.2971
-46,-1.3046
-45,-1.3112
-44,-1.3156
-43,-1.3222
-42,-1.3287
-41,-1.3342
-40,-1.339
-39,-1.3353
-38,-1.3217
-37,-1.3003
-36,-1.2675
-35,-1.2291
-34,-1.2113
-33,-1.185
-32,-1.1423
-31,-1.0997
-30,-1.0583
-29,-1.0211
-28,-0.98376
-27,-0.94656
-26,-0.91022
-25,-0.87456
-24,-0.83745
-23,-0.80003
-22,-0.76309
-21,-0.72691
-20,-0.69035
-19,-0.65345
-18,-0.61625
-17,-0.57895
-16,-0.54205
-15,-0.50551
-14,-0.46943
-13,-0.43351
-12,-0.39728
-11,-0.35997
-10,-0.32133
-9,-0.28276
-8,-0.24469
-7,-0.20779
-6,-0.1692
-5,-0.12968
-4,-0.091375
-3,-0.055165
-2,-0.021471
-1,0.0056895
-0,0.031377
1,-0.0056895
2,0.021471
3,0.055165
4,0.091375
5,0.12968
6,0.1692
7,0.20779
8,0.24469
9,0.28276
10,0.32133
11,0.35997
12,0.39728
13,0.43351
14,0.46943
15,0.50551
16,0.54205
17,0.57895
18,0.61625
19,0.65345
20,0.69035
21,0.72691
22,0.76309
23,0.80003
24,0.83745
25,0.87456
26,0.91022
27,0.94656
28,0.98376
29,1.0211
30,1.0583
31,1.0997
32,1.1423
33,1.185
34,1.2113
35,1.2291
36,1.2675
37,1.3003
38,1.3217
39,1.3353
40,1.339
41,1.3342
42,1.3287
43,1.3222
44,1.3156
45,1.3112
46,1.3046
47,1.2971
48,1.296
49,1.2987
